payment_id,invoice_id,payment_date,amount,currency,payment_method
PAY-000882,INV-000882,2025-05-05,4328.42,USD,check
PAY-000883,INV-000883,2025-11-24,4925.59,USD,check
PAY-000884,INV-000884,2025-10-29,1366.96,USD,bank_transfer
PAY-000885,INV-000885,2025-05-10,4741.67,USD,bank_transfer
PAY-000886,INV-000886,2025-02-24,4755.21,USD,bank_transfer
PAY-000887,INV-000887,2025-09-30,275.48,USD,card
PAY-000888,INV-000888,2025-08-15,2611.13,USD,check
PAY-000889,INV-000889,2025-08-20,916.00,USD,bank_transfer
PAY-000890,INV-000890,2025-05-30,1477.24,USD,bank_transfer
PAY-000891,INV-000891,2025-11-26,3256.26,USD,check
PAY-000892,INV-000892,2025-07-06,2625.62,USD,card
PAY-000893,INV-000893,2025-02-25,469.91,USD,bank_transfer
PAY-000894,INV-000894,2025-09-05,1055.73,USD,bank_transfer
PAY-000895,INV-000895,2025-11-20,4215.67,USD,card
PAY-000896,INV-000896,2025-08-03,2524.92,USD,card
PAY-000897,INV-000897,2025-11-10,2643.98,USD,card
PAY-000898,INV-000898,2025-05-11,146.64,USD,bank_transfer
PAY-000899,INV-000899,2025-02-02,4706.38,USD,bank_transfer
PAY-000900,INV-000900,2025-10-06,2785.74,USD,bank_transfer
PAY-000901,INV-000901,2025-05-04,534.99,USD,bank_transfer
PAY-000902,INV-000902,2025-05-20,2808.07,USD,bank_transfer
PAY-000903,INV-000903,2025-11-13,4448.12,USD,bank_transfer
PAY-000904,INV-000904,2025-04-21,1250.20,USD,check
PAY-000905,INV-000905,2025-12-25,1891.05,USD,check
PAY-000906,INV-000906,2026-01-30,1853.82,USD,bank_transfer
PAY-000907,INV-000907,2025-11-16,4982.18,USD,check
PAY-000908,INV-000908,2025-06-10,930.42,USD,bank_transfer
PAY-000909,INV-000909,2025-02-12,1229.61,USD,bank_transfer
PAY-000910,INV-000910,2025-10-18,2516.03,USD,check
PAY-000911,INV-000911,2025-05-05,4238.09,USD,check
PAY-000912,INV-000912,2025-04-04,4827.05,USD,bank_transfer
PAY-000913,INV-000913,2025-03-26,3085.52,USD,bank_transfer
PAY-000914,INV-000914,2025-10-01,4522.38,USD,card
PAY-000915,INV-000915,2026-01-21,4948.39,USD,check
PAY-000916,INV-000916,2025-03-13,1774.54,USD,bank_transfer
PAY-000917,INV-000917,2025-05-01,3849.63,USD,card
PAY-000918,INV-000918,2026-01-13,1673.47,USD,check
PAY-000919,INV-000919,2026-01-13,4674.06,USD,bank_transfer
PAY-000920,INV-000920,2025-12-31,3097.79,USD,card
PAY-000921,INV-000921,2025-12-30,1554.11,USD,check
PAY-000922,INV-000922,2025-02-06,4984.38,USD,card
PAY-000923,INV-000923,2025-11-25,179.77,USD,card
PAY-000924,INV-000924,2025-12-16,1168.12,USD,bank_transfer
PAY-000925,INV-000925,2025-09-16,747.37,USD,bank_transfer
PAY-000926,INV-000926,2025-08-06,1685.19,USD,bank_transfer
PAY-000927,INV-000927,2026-01-19,3522.85,USD,card
PAY-000928,INV-000928,2025-01-21,1400.47,USD,check
PAY-000929,INV-000929,2025-02-10,1847.53,USD,check
PAY-000930,INV-000930,2025-01-29,262.43,USD,check
PAY-000931,INV-000931,2025-09-03,882.09,USD,card
PAY-000932,INV-000932,2025-07-05,2872.73,USD,card
PAY-000933,INV-000933,2025-12-05,3422.95,USD,bank_transfer
PAY-000934,INV-000934,2025-03-27,2376.04,USD,card
PAY-000935,INV-000935,2025-01-17,1680.99,USD,bank_transfer
PAY-000936,INV-000936,2025-07-05,901.84,USD,check
PAY-000937,INV-000937,2025-03-01,2878.09,USD,check
PAY-000938,INV-000938,2025-12-26,4693.07,USD,bank_transfer
PAY-000939,INV-000939,2025-08-19,4951.11,USD,check
PAY-000940,INV-000940,2025-08-17,833.67,USD,card
PAY-000941,INV-000941,2025-05-30,1006.06,USD,check
PAY-000942,INV-000942,2025-10-22,1400.75,USD,card
PAY-000943,INV-000943,2025-05-27,512.87,USD,check
PAY-000944,INV-000944,2025-10-18,4413.25,USD,bank_transfer
PAY-000945,INV-000945,2025-07-09,30.00,USD,card
PAY-000946,INV-000946,2026-01-04,3287.27,USD,bank_transfer
PAY-000947,INV-000947,2025-03-01,144.92,USD,check
PAY-000948,INV-000948,2025-06-06,439.58,USD,card
PAY-000949,INV-000949,2025-09-03,2479.10,USD,card
PAY-000950,INV-000950,2025-03-12,3375.22,USD,bank_transfer
PAY-000951,INV-000951,2025-08-01,4652.53,USD,bank_transfer
PAY-000952,INV-000952,2025-09-14,243.92,USD,card
PAY-000953,INV-000953,2025-06-20,1196.16,USD,bank_transfer
PAY-000954,INV-000954,2025-04-30,3953.87,USD,bank_transfer
PAY-000955,INV-000955,2025-03-19,3512.98,USD,card
PAY-000956,INV-000956,2025-11-01,1202.82,USD,card
PAY-000957,INV-000957,2025-11-07,2204.83,USD,card
PAY-000958,INV-000958,2025-11-20,4632.40,USD,card
PAY-000959,INV-000959,2025-02-12,2079.91,USD,check
PAY-000960,INV-000960,2025-11-25,4730.97,USD,check
PAY-000961,INV-000961,2025-12-12,783.05,USD,bank_transfer
PAY-000962,INV-000962,2025-04-04,1120.91,USD,bank_transfer
PAY-000963,INV-000963,2025-09-01,420.87,USD,bank_transfer
PAY-000964,INV-000964,2025-12-04,785.30,USD,card
PAY-000965,INV-000965,2025-03-11,466.27,USD,card
PAY-000966,INV-000966,2025-11-12,1719.84,USD,card
PAY-000967,INV-000967,2025-02-15,4133.79,USD,check
PAY-000968,INV-000968,2025-10-02,4108.28,USD,card
PAY-000969,INV-000969,2025-04-24,786.99,USD,check
PAY-000970,INV-000970,2025-03-29,4859.28,USD,bank_transfer
PAY-000971,INV-000971,2025-06-18,4558.06,USD,card
PAY-000972,INV-000972,2025-06-16,2018.25,USD,check
PAY-000973,INV-000973,2025-11-19,2490.12,USD,card
PAY-000974,INV-000974,2025-09-02,764.20,USD,check
PAY-000975,INV-000975,2026-01-16,2116.16,USD,card
PAY-000976,INV-000976,2026-01-19,1255.59,USD,card
PAY-000977,INV-000977,2025-07-29,116.07,USD,card
PAY-000978,INV-000978,2025-07-07,4428.94,USD,check
PAY-000979,INV-000979,2025-02-28,4565.53,USD,card
PAY-000980,INV-000980,2025-09-01,4068.15,USD,check
PAY-000981,INV-000981,2025-08-07,3181.83,USD,bank_transfer
PAY-000982,INV-000982,2025-09-15,1118.29,USD,check
PAY-000983,INV-000983,2025-08-12,4314.49,USD,bank_transfer
PAY-000984,INV-000984,2025-03-07,1641.18,USD,card
PAY-000985,INV-000985,2025-04-16,4102.15,USD,bank_transfer
PAY-000986,INV-000986,2025-04-02,1020.63,USD,bank_transfer
PAY-000987,INV-000987,2025-02-09,2403.10,USD,check
PAY-000988,INV-000988,2025-05-11,1446.43,USD,check
PAY-000989,INV-000989,2025-09-04,3341.37,USD,bank_transfer
PAY-000990,INV-000990,2025-06-11,1962.79,USD,card
PAY-000991,INV-000991,2025-05-08,4573.82,USD,check
PAY-000992,INV-000992,2025-07-15,1814.85,USD,check
PAY-000993,INV-000993,2025-12-20,483.91,USD,card
PAY-000994,INV-000994,2025-02-08,864.10,USD,bank_transfer
PAY-000995,INV-000995,2025-12-11,1190.23,USD,card
PAY-000996,INV-000996,2025-12-01,2156.99,USD,check
PAY-000997,INV-000997,2025-02-15,2495.63,USD,bank_transfer
PAY-000998,INV-000998,2025-11-18,4208.83,USD,card
PAY-000999,INV-000999,2025-12-23,4230.96,USD,check
PAY-001000,INV-001000,2025-12-20,1453.77,USD,card
