invoice_id,customer_id,invoice_date,due_date,amount,currency
INV-000802,CUST-0062,2025-12-22,2026-01-21,702.97,USD
INV-000803,CUST-0094,2025-07-16,2025-08-15,478.35,USD
INV-000804,CUST-0039,2025-06-10,2025-07-10,1937.08,USD
INV-000805,CUST-0087,2025-03-10,2025-04-09,3373.70,USD
INV-000806,CUST-0002,2025-09-29,2025-10-29,2963.26,USD
INV-000807,CUST-0045,2025-03-26,2025-04-25,2317.38,USD
INV-000808,CUST-0053,2025-03-19,2025-04-18,4832.89,USD
INV-000809,CUST-0028,2025-08-15,2025-09-14,4518.68,USD
INV-000810,CUST-0016,2025-03-13,2025-04-12,3954.98,USD
INV-000811,CUST-0055,2025-07-16,2025-08-15,1853.05,USD
INV-000812,CUST-0083,2025-05-07,2025-06-06,1462.10,USD
INV-000813,CUST-0077,2025-10-11,2025-11-10,3160.96,USD
INV-000814,CUST-0085,2025-12-20,2026-01-19,150.63,USD
INV-000815,CUST-0066,2025-09-23,2025-10-23,3192.04,USD
INV-000816,CUST-0083,2025-07-20,2025-08-19,1559.49,USD
INV-000817,CUST-0015,2025-09-11,2025-10-11,2033.15,USD
INV-000818,CUST-0010,2025-11-23,2025-12-23,3123.90,USD
INV-000819,CUST-0041,2025-07-04,2025-08-03,4906.45,USD
INV-000820,CUST-0047,2025-10-19,2025-11-18,2216.53,USD
INV-000821,CUST-0061,2025-03-30,2025-04-29,4008.88,USD
INV-000822,CUST-0002,2025-10-28,2025-11-27,364.06,USD
INV-000823,CUST-0008,2025-01-21,2025-02-20,4846.97,USD
INV-000824,CUST-0092,2025-05-27,2025-06-26,3305.52,USD
INV-000825,CUST-0052,2025-08-05,2025-09-04,3689.50,USD
INV-000826,CUST-0079,2025-10-02,2025-11-01,2828.86,USD
INV-000827,CUST-0011,2025-02-12,2025-03-14,1634.80,USD
INV-000828,CUST-0042,2025-03-21,2025-04-20,2822.22,USD
INV-000829,CUST-0084,2025-11-21,2025-12-21,4011.49,USD
INV-000830,CUST-0090,2025-02-03,2025-03-05,1636.18,USD
INV-000831,CUST-0032,2025-05-03,2025-06-02,313.59,USD
INV-000832,CUST-0079,2025-03-01,2025-03-31,2386.97,USD
INV-000833,CUST-0095,2025-06-08,2025-07-08,3502.17,USD
INV-000834,CUST-0002,2025-03-31,2025-04-30,636.22,USD
INV-000835,CUST-0021,2025-12-26,2026-01-25,69.50,USD
INV-000836,CUST-0093,2025-09-25,2025-10-25,2721.73,USD
INV-000837,CUST-0096,2025-07-10,2025-08-09,675.48,USD
INV-000838,CUST-0004,2025-03-02,2025-04-01,4054.51,USD
INV-000839,CUST-0009,2025-05-20,2025-06-19,2756.50,USD
INV-000840,CUST-0010,2025-10-23,2025-11-22,3300.07,USD
INV-000841,CUST-0008,2025-09-19,2025-10-19,1898.08,USD
INV-000842,CUST-0021,2025-03-27,2025-04-26,1937.74,USD
INV-000843,CUST-0093,2025-10-21,2025-11-20,3544.33,USD
INV-000844,CUST-0006,2025-09-18,2025-10-18,23.46,USD
INV-000845,CUST-0047,2025-01-24,2025-02-23,2483.40,USD
INV-000846,CUST-0005,2025-04-02,2025-05-02,4891.96,USD
INV-000847,CUST-0029,2025-12-02,2026-01-01,2208.70,USD
INV-000848,CUST-0093,2025-08-02,2025-09-01,4811.71,USD
INV-000849,CUST-0048,2025-02-09,2025-03-11,3006.49,USD
INV-000850,CUST-0007,2025-12-11,2026-01-10,4738.76,USD
INV-000851,CUST-0052,2025-09-22,2025-10-22,250.79,USD
INV-000852,CUST-0040,2025-05-25,2025-06-24,4065.51,USD
INV-000853,CUST-0002,2025-10-11,2025-11-10,2404.66,USD
INV-000854,CUST-0039,2025-05-30,2025-06-29,2965.97,USD
INV-000855,CUST-0076,2025-08-26,2025-09-25,1940.81,USD
INV-000856,CUST-0032,2025-10-07,2025-11-06,3997.11,USD
INV-000857,CUST-0030,2025-07-29,2025-08-28,135.35,USD
INV-000858,CUST-0089,2025-11-22,2025-12-22,4411.78,USD
INV-000859,CUST-0085,2025-01-01,2025-01-31,3988.97,USD
INV-000860,CUST-0027,2025-06-07,2025-07-07,554.99,USD
INV-000861,CUST-0008,2025-08-03,2025-09-02,2589.64,USD
INV-000862,CUST-0006,2025-05-24,2025-06-23,497.72,USD
INV-000863,CUST-0048,2025-07-31,2025-08-30,3684.45,USD
INV-000864,CUST-0013,2025-02-13,2025-03-15,3054.91,USD
INV-000865,CUST-0051,2025-11-23,2025-12-23,4308.96,USD
INV-000866,CUST-0056,2025-10-18,2025-11-17,336.54,USD
INV-000867,CUST-0034,2025-05-02,2025-06-01,1539.22,USD
INV-000868,CUST-0095,2025-12-25,2026-01-24,4371.55,USD
INV-000869,CUST-0030,2025-08-20,2025-09-19,1435.83,USD
INV-000870,CUST-0099,2025-03-11,2025-04-10,4099.11,USD
INV-000871,CUST-0022,2025-03-21,2025-04-20,563.95,USD
INV-000872,CUST-0016,2025-06-10,2025-07-10,2141.29,USD
INV-000873,CUST-0040,2025-04-17,2025-05-17,2379.34,USD
INV-000874,CUST-0021,2025-03-03,2025-04-02,484.06,USD
INV-000875,CUST-0078,2025-12-27,2026-01-26,3663.64,USD
INV-000876,CUST-0012,2025-06-17,2025-07-17,787.64,USD
INV-000877,CUST-0066,2025-07-02,2025-08-01,2087.46,USD
INV-000878,CUST-0023,2025-06-03,2025-07-03,1374.02,USD
INV-000879,CUST-0096,2025-08-20,2025-09-19,2924.79,USD
INV-000880,CUST-0014,2025-02-18,2025-03-20,2432.43,USD
INV-000881,CUST-0100,2025-01-07,2025-02-06,333.32,USD
INV-000882,CUST-0052,2025-04-12,2025-05-12,4328.42,USD
INV-000883,CUST-0083,2025-11-19,2025-12-19,4925.59,USD
INV-000884,CUST-0010,2025-10-28,2025-11-27,1366.96,USD
INV-000885,CUST-0083,2025-04-12,2025-05-12,4741.67,USD
INV-000886,CUST-0043,2025-02-17,2025-03-19,4755.21,USD
INV-000887,CUST-0022,2025-08-25,2025-09-24,275.48,USD
INV-000888,CUST-0004,2025-07-22,2025-08-21,2611.13,USD
INV-000889,CUST-0046,2025-08-07,2025-09-06,916.00,USD
INV-000890,CUST-0058,2025-05-21,2025-06-20,1477.24,USD
INV-000891,CUST-0079,2025-11-11,2025-12-11,3256.26,USD
INV-000892,CUST-0053,2025-06-01,2025-07-01,2625.62,USD
INV-000893,CUST-0036,2025-02-01,2025-03-03,469.91,USD
INV-000894,CUST-0083,2025-08-03,2025-09-02,1055.73,USD
INV-000895,CUST-0070,2025-11-19,2025-12-19,4215.67,USD
INV-000896,CUST-0070,2025-07-03,2025-08-02,2524.92,USD
INV-000897,CUST-0042,2025-10-17,2025-11-16,2643.98,USD
INV-000898,CUST-0041,2025-04-03,2025-05-03,146.64,USD
INV-000899,CUST-0100,2025-01-16,2025-02-15,4706.38,USD
INV-000900,CUST-0046,2025-08-30,2025-09-29,2785.74,USD
INV-000901,CUST-0032,2025-03-23,2025-04-22,534.99,USD
INV-000902,CUST-0095,2025-05-17,2025-06-16,2808.07,USD
INV-000903,CUST-0050,2025-10-22,2025-11-21,4448.12,USD
INV-000904,CUST-0076,2025-04-01,2025-05-01,1250.20,USD
INV-000905,CUST-0076,2025-12-24,2026-01-23,1891.05,USD
INV-000906,CUST-0073,2025-12-25,2026-01-24,1853.82,USD
INV-000907,CUST-0025,2025-10-16,2025-11-15,4982.18,USD
INV-000908,CUST-0063,2025-06-08,2025-07-08,930.42,USD
INV-000909,CUST-0078,2025-01-29,2025-02-28,1229.61,USD
INV-000910,CUST-0001,2025-09-27,2025-10-27,2516.03,USD
INV-000911,CUST-0017,2025-04-14,2025-05-14,4238.09,USD
INV-000912,CUST-0042,2025-04-01,2025-05-01,4827.05,USD
INV-000913,CUST-0091,2025-03-17,2025-04-16,3085.52,USD
INV-000914,CUST-0047,2025-09-27,2025-10-27,4522.38,USD
INV-000915,CUST-0085,2025-12-27,2026-01-26,4948.39,USD
INV-000916,CUST-0039,2025-02-21,2025-03-23,1774.54,USD
INV-000917,CUST-0056,2025-03-22,2025-04-21,3849.63,USD
INV-000918,CUST-0023,2025-11-29,2025-12-29,1673.47,USD
INV-000919,CUST-0079,2025-12-22,2026-01-21,4674.06,USD
INV-000920,CUST-0023,2025-12-07,2026-01-06,3097.79,USD
INV-000921,CUST-0017,2025-12-19,2026-01-18,1554.11,USD
INV-000922,CUST-0090,2025-01-01,2025-01-31,4984.38,USD
INV-000923,CUST-0024,2025-10-18,2025-11-17,179.77,USD
INV-000924,CUST-0082,2025-11-10,2025-12-10,1168.12,USD
INV-000925,CUST-0043,2025-09-12,2025-10-12,747.37,USD
INV-000926,CUST-0022,2025-06-27,2025-07-27,1685.19,USD
INV-000927,CUST-0082,2025-12-29,2026-01-28,3522.85,USD
INV-000928,CUST-0027,2025-01-06,2025-02-05,1400.47,USD
INV-000929,CUST-0033,2025-02-04,2025-03-06,1847.53,USD
INV-000930,CUST-0050,2025-01-01,2025-01-31,262.43,USD
INV-000931,CUST-0053,2025-08-03,2025-09-02,882.09,USD
INV-000932,CUST-0049,2025-06-29,2025-07-29,2872.73,USD
INV-000933,CUST-0098,2025-10-23,2025-11-22,3422.95,USD
INV-000934,CUST-0010,2025-03-25,2025-04-24,2376.04,USD
INV-000935,CUST-0034,2025-01-11,2025-02-10,1680.99,USD
INV-000936,CUST-0049,2025-06-25,2025-07-25,901.84,USD
INV-000937,CUST-0012,2025-02-08,2025-03-10,2878.09,USD
INV-000938,CUST-0062,2025-11-11,2025-12-11,4693.07,USD
INV-000939,CUST-0084,2025-08-09,2025-09-08,4951.11,USD
INV-000940,CUST-0007,2025-08-11,2025-09-10,833.67,USD
INV-000941,CUST-0053,2025-04-16,2025-05-16,1006.06,USD
INV-000942,CUST-0085,2025-10-04,2025-11-03,1400.75,USD
INV-000943,CUST-0007,2025-05-02,2025-06-01,512.87,USD
INV-000944,CUST-0063,2025-10-09,2025-11-08,4413.25,USD
INV-000945,CUST-0055,2025-07-04,2025-08-03,30.00,USD
INV-000946,CUST-0077,2025-12-05,2026-01-04,3287.27,USD
INV-000947,CUST-0027,2025-02-19,2025-03-21,144.92,USD
INV-000948,CUST-0061,2025-05-30,2025-06-29,439.58,USD
INV-000949,CUST-0063,2025-07-23,2025-08-22,2479.10,USD
INV-000950,CUST-0070,2025-02-16,2025-03-18,3375.22,USD
INV-000951,CUST-0049,2025-07-09,2025-08-08,4652.53,USD
INV-000952,CUST-0034,2025-08-17,2025-09-16,243.92,USD
INV-000953,CUST-0035,2025-05-15,2025-06-14,1196.16,USD
INV-000954,CUST-0090,2025-03-19,2025-04-18,3953.87,USD
INV-000955,CUST-0045,2025-02-13,2025-03-15,3512.98,USD
INV-000956,CUST-0071,2025-10-29,2025-11-28,1202.82,USD
INV-000957,CUST-0069,2025-09-25,2025-10-25,2204.83,USD
INV-000958,CUST-0031,2025-10-21,2025-11-20,4632.40,USD
INV-000959,CUST-0092,2025-02-10,2025-03-12,2079.91,USD
INV-000960,CUST-0067,2025-10-20,2025-11-19,4730.97,USD
INV-000961,CUST-0016,2025-11-14,2025-12-14,783.05,USD
INV-000962,CUST-0025,2025-03-27,2025-04-26,1120.91,USD
INV-000963,CUST-0088,2025-08-05,2025-09-04,420.87,USD
INV-000964,CUST-0077,2025-11-18,2025-12-18,785.30,USD
INV-000965,CUST-0050,2025-02-04,2025-03-06,466.27,USD
INV-000966,CUST-0036,2025-10-10,2025-11-09,1719.84,USD
INV-000967,CUST-0090,2025-01-07,2025-02-06,4133.79,USD
INV-000968,CUST-0054,2025-09-25,2025-10-25,4108.28,USD
INV-000969,CUST-0073,2025-03-18,2025-04-17,786.99,USD
INV-000970,CUST-0014,2025-02-21,2025-03-23,4859.28,USD
INV-000971,CUST-0069,2025-05-27,2025-06-26,4558.06,USD
INV-000972,CUST-0084,2025-05-16,2025-06-15,2018.25,USD
INV-000973,CUST-0005,2025-11-08,2025-12-08,2490.12,USD
INV-000974,CUST-0080,2025-07-26,2025-08-25,764.20,USD
INV-000975,CUST-0005,2025-12-22,2026-01-21,2116.16,USD
INV-000976,CUST-0007,2025-12-20,2026-01-19,1255.59,USD
INV-000977,CUST-0044,2025-07-10,2025-08-09,116.07,USD
INV-000978,CUST-0063,2025-05-24,2025-06-23,4428.94,USD
INV-000979,CUST-0030,2025-02-20,2025-03-22,4565.53,USD
INV-000980,CUST-0042,2025-08-15,2025-09-14,4068.15,USD
INV-000981,CUST-0083,2025-08-02,2025-09-01,3181.83,USD
INV-000982,CUST-0053,2025-08-15,2025-09-14,1118.29,USD
INV-000983,CUST-0008,2025-07-11,2025-08-10,4314.49,USD
INV-000984,CUST-0091,2025-02-03,2025-03-05,1641.18,USD
INV-000985,CUST-0068,2025-03-11,2025-04-10,4102.15,USD
INV-000986,CUST-0026,2025-03-30,2025-04-29,1020.63,USD
INV-000987,CUST-0007,2025-01-17,2025-02-16,2403.10,USD
INV-000988,CUST-0048,2025-04-12,2025-05-12,1446.43,USD
INV-000989,CUST-0016,2025-07-23,2025-08-22,3341.37,USD
INV-000990,CUST-0063,2025-05-04,2025-06-03,1962.79,USD
INV-000991,CUST-0061,2025-04-01,2025-05-01,4573.82,USD
INV-000992,CUST-0021,2025-06-29,2025-07-29,1814.85,USD
INV-000993,CUST-0037,2025-12-19,2026-01-18,483.91,USD
INV-000994,CUST-0074,2025-01-26,2025-02-25,864.10,USD
INV-000995,CUST-0087,2025-11-28,2025-12-28,1190.23,USD
INV-000996,CUST-0066,2025-11-30,2025-12-30,2156.99,USD
INV-000997,CUST-0017,2025-01-05,2025-02-04,2495.63,USD
INV-000998,CUST-0002,2025-11-04,2025-12-04,4208.83,USD
INV-000999,CUST-0040,2025-11-08,2025-12-08,4230.96,USD
INV-001000,CUST-0055,2025-11-26,2025-12-26,1453.77,USD
